,Level,Date,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
142,National,2019-05-23,61098442.0,265068978.0,1380205158.0,313842409.0,355388624.0,172990957.0,221701595.0,220848725.0,66263756.0,17936754.0,6410736.0,1767000.0,3054602.0,00-00000-20190523,20,5
143,National,2019-05-24,59407370.0,266760050.0,1452759491.0,332205420.0,372554659.0,183230127.0,233051607.0,229094786.0,68884792.0,20424525.0,8143122.0,1995698.0,3174755.0,00-00000-20190524,20,5
144,National,2019-05-25,63132721.0,263034699.0,1456129021.0,348129272.0,381514513.0,184514152.0,229486974.0,214849312.0,64249762.0,20508566.0,7749548.0,1914684.0,3212238.0,00-00000-20190525,20,5
145,National,2019-05-26,65063721.0,261103699.0,1393406143.0,336393939.0,371314512.0,175531996.0,217652390.0,200289294.0,59709632.0,19828935.0,7594264.0,1847522.0,3243659.0,00-00000-20190526,21,5
146,National,2019-05-27,66667260.0,259500160.0,1257760021.0,296121927.0,346333084.0,157003910.0,191998164.0,179097415.0,54603522.0,19178309.0,8279044.0,2002137.0,3142509.0,00-00000-20190527,21,5
147,National,2019-05-28,62466207.0,263701213.0,1475848539.0,351701591.0,385631385.0,182299122.0,230200874.0,229187042.0,68247560.0,17879606.0,6197088.0,1665039.0,2839232.0,00-00000-20190528,21,5
148,National,2019-05-29,60831395.0,265336025.0,1488148563.0,353736498.0,385052267.0,184438189.0,234144862.0,233231930.0,69352166.0,17722670.0,5943075.0,1652913.0,2873993.0,00-00000-20190529,21,5
149,National,2019-05-30,60311265.0,265856155.0,1463744403.0,340788884.0,377735970.0,181810144.0,231941977.0,232791173.0,69804024.0,18101020.0,6201800.0,1695534.0,2873877.0,00-00000-20190530,21,5
150,National,2019-05-31,59425209.0,266742211.0,1560136513.0,366198034.0,402625760.0,195095542.0,247328476.0,244289816.0,72576286.0,20065256.0,7381575.0,1826479.0,2749289.0,00-00000-20190531,21,5
151,National,2019-06-01,64025939.0,262141481.0,1487985382.0,357822514.0,396128660.0,187001880.0,230454172.0,218807504.0,65981213.0,20042883.0,7155168.0,1783856.0,2807532.0,00-00000-20190601,21,6
152,National,2019-06-02,66245663.0,259921757.0,1359133928.0,324760698.0,366996036.0,171542040.0,210932590.0,194729309.0,58059616.0,19195979.0,7906158.0,1967129.0,3044373.0,00-00000-20190602,22,6
153,National,2019-06-03,62054566.0,264112854.0,1519425870.0,365604321.0,397564562.0,188693799.0,236368473.0,233017138.0,69273326.0,18048344.0,6298244.0,1705545.0,2852118.0,00-00000-20190603,22,6
154,National,2019-06-04,61603963.0,264563457.0,1452299212.0,344362261.0,375017876.0,179564375.0,227729397.0,228803592.0,68907583.0,17667207.0,5894965.0,1594550.0,2757406.0,00-00000-20190604,22,6
155,National,2019-06-05,61259266.0,264908154.0,1398847078.0,323079291.0,358669746.0,172902296.0,221863994.0,225341766.0,68780480.0,17795413.0,5958772.0,1641669.0,2813651.0,00-00000-20190605,22,6
156,National,2019-06-06,60635980.0,265531440.0,1510163473.0,359781306.0,386658052.0,186193260.0,238106907.0,237872644.0,71624649.0,18802536.0,6436326.0,1738961.0,2948832.0,00-00000-20190606,22,6
157,National,2019-06-07,60247060.0,265920360.0,1569052522.0,377834976.0,400984394.0,193546623.0,246054783.0,244365521.0,73428971.0,20433874.0,7628788.0,1892332.0,2882260.0,00-00000-20190607,22,6
158,National,2019-06-08,63183864.0,262983556.0,1534971802.0,374231553.0,402725778.0,192407719.0,238452516.0,226072310.0,68795775.0,20625452.0,7255827.0,1734519.0,2670353.0,00-00000-20190608,22,6
159,National,2019-06-09,66761905.0,259405515.0,1325924828.0,310402026.0,358627878.0,167688822.0,206925391.0,191301058.0,57932798.0,19674898.0,8309225.0,2019832.0,3042900.0,00-00000-20190609,23,6
160,National,2019-06-10,63384645.0,262782775.0,1396265606.0,319414924.0,365167123.0,173963288.0,220171364.0,220459886.0,67919262.0,18298655.0,6472228.0,1688175.0,2710701.0,00-00000-20190610,23,6
161,National,2019-06-11,63055296.0,263112124.0,1426956814.0,329365407.0,367238501.0,177603290.0,227294582.0,228430793.0,68958466.0,17754814.0,5913978.0,1575418.0,2821565.0,00-00000-20190611,23,6
162,National,2019-06-12,61489271.0,264678149.0,1409579018.0,325084426.0,359349851.0,173588148.0,224140309.0,228676082.0,69907003.0,18135456.0,6204956.0,1630822.0,2861965.0,00-00000-20190612,23,6
163,National,2019-06-13,61479857.0,264687563.0,1423801718.0,330853896.0,362319231.0,174518607.0,225858213.0,230210795.0,70367129.0,18737477.0,6500351.0,1648791.0,2787228.0,00-00000-20190613,23,6
164,National,2019-06-14,60453152.0,265714268.0,1493109481.0,347059451.0,377597370.0,184396168.0,237384641.0,240293004.0,73574908.0,20806977.0,7633829.0,1795217.0,2567916.0,00-00000-20190614,23,6
165,National,2019-06-15,63055332.0,263112088.0,1487419714.0,354180100.0,388307245.0,186129341.0,232134617.0,224652488.0,69703683.0,21177988.0,7267693.0,1553953.0,2312606.0,00-00000-20190615,23,6
166,National,2019-06-16,66159130.0,260008290.0,1247666150.0,287768825.0,331404391.0,155001071.0,194587729.0,187165505.0,58975838.0,20176533.0,8110459.0,1811225.0,2664574.0,00-00000-20190616,24,6
167,National,2019-06-17,62453298.0,263714122.0,1370212567.0,319154882.0,352829069.0,167454785.0,214400811.0,219541393.0,67896263.0,18241815.0,6389110.0,1635609.0,2668830.0,00-00000-20190617,24,6
168,National,2019-06-18,62226267.0,263941153.0,1373398096.0,312698927.0,353358185.0,168727198.0,217841822.0,224243564.0,68966529.0,17732058.0,5866811.0,1492273.0,2470729.0,00-00000-20190618,24,6
169,National,2019-06-19,62612647.0,263554773.0,1431688228.0,334809219.0,372341479.0,175490507.0,223369880.0,228040748.0,70080648.0,18123793.0,5915280.0,1381025.0,2135649.0,00-00000-20190619,24,6
170,National,2019-06-20,62289187.0,263878233.0,1392352014.0,317056480.0,360445053.0,172272268.0,219515807.0,224454836.0,69830073.0,18773000.0,6357393.0,1513141.0,2133963.0,00-00000-20190620,24,6
171,National,2019-06-21,61768788.0,264398632.0,1463382460.0,336371300.0,379637583.0,181492343.0,230139815.0,232338141.0,71934480.0,20429015.0,7336757.0,1612951.0,2090075.0,00-00000-20190621,24,6
172,National,2019-06-22,65119552.0,261047868.0,1489409906.0,359066935.0,396288432.0,185616412.0,228957592.0,219390649.0,68120615.0,20951793.0,7316940.0,1640329.0,2060209.0,00-00000-20190622,24,6
173,National,2019-06-23,61850935.0,264316485.0,1294384805.0,301884058.0,345077119.0,161113289.0,201962725.0,191311468.0,59175905.0,20174691.0,8468488.0,2056405.0,3160657.0,00-00000-20190623,25,6
174,National,2019-06-24,59798745.0,266368675.0,1391336960.0,321494146.0,358219501.0,170924228.0,219541849.0,222774390.0,68506223.0,18517543.0,6638021.0,1774738.0,2946321.0,00-00000-20190624,25,6
175,National,2019-06-25,63992302.0,262175118.0,1373881145.0,308838600.0,349409026.0,169227873.0,220799578.0,226614359.0,69664560.0,18295017.0,6384665.0,1728843.0,2918624.0,00-00000-20190625,25,6
176,National,2019-06-26,64587960.0,261579460.0,1390713346.0,317541724.0,351706232.0,170251801.0,222382887.0,228825928.0,70454048.0,18614797.0,6523502.0,1700042.0,2712385.0,00-00000-20190626,25,6
177,National,2019-06-27,63451896.0,262715524.0,1383509872.0,313079437.0,346651338.0,168494996.0,222132336.0,230811969.0,71695102.0,19248303.0,6942372.0,1763153.0,2690866.0,00-00000-20190627,25,6
178,National,2019-06-28,62205069.0,263962351.0,1455194561.0,335408666.0,366263241.0,178573889.0,232189922.0,236841528.0,72811891.0,20607949.0,7798315.0,1887186.0,2811974.0,00-00000-20190628,25,6
179,National,2019-06-29,65637871.0,260529549.0,1452726914.0,342723523.0,376649196.0,180043215.0,228088881.0,222500789.0,69090455.0,21201888.0,7724498.0,1863722.0,2840747.0,00-00000-20190629,25,6
180,National,2019-06-30,67377927.0,258789493.0,1297800915.0,301717439.0,344833048.0,161148222.0,202952679.0,193018213.0,59671547.0,20399049.0,8680451.0,2130943.0,3249324.0,00-00000-20190630,26,6
181,National,2019-07-01,63823031.0,262344389.0,1381136985.0,316821799.0,353762217.0,169178954.0,219318320.0,223224639.0,68658915.0,18587965.0,6734124.0,1812372.0,3037680.0,00-00000-20190701,26,7
182,National,2019-07-02,62987313.0,263180107.0,1370886758.0,307097683.0,348765432.0,168239800.0,220825691.0,226621721.0,69681958.0,18328518.0,6491053.0,1782612.0,3052290.0,00-00000-20190702,26,7
183,National,2019-07-03,61711814.0,264455606.0,1388208954.0,314831788.0,350300801.0,169606537.0,223004416.0,229928993.0,70685907.0,18680070.0,6644235.0,1758315.0,2767892.0,00-00000-20190703,26,7
184,National,2019-07-04,66782670.0,259384750.0,1202320150.0,267091823.0,310974622.0,148608921.0,192037142.0,190695183.0,60798326.0,19518950.0,7847473.0,1972031.0,2775679.0,00-00000-20190704,26,7
185,National,2019-07-05,62839308.0,263328112.0,1474674246.0,339495246.0,369780353.0,180585749.0,236032806.0,241616420.0,74027456.0,20669064.0,7798392.0,1882695.0,2786065.0,00-00000-20190705,26,7
186,National,2019-07-06,64812974.0,261354446.0,1464285922.0,343494054.0,378092279.0,181033291.0,231158031.0,226631605.0,70171129.0,21271127.0,7718024.0,1863398.0,2852984.0,00-00000-20190706,26,7
187,National,2019-07-07,66742354.0,259425066.0,1324194345.0,302903960.0,352055094.0,165477696.0,209147596.0,198898033.0,60947511.0,20564054.0,8794395.0,2144655.0,3261351.0,00-00000-20190707,27,7
188,National,2019-07-08,62445545.0,263721875.0,1399658504.0,318141791.0,355401284.0,172673222.0,225224026.0,228360302.0,69531297.0,18541386.0,6685272.0,1824305.0,3275619.0,00-00000-20190708,27,7
189,National,2019-07-09,62668937.0,263498483.0,1414053111.0,321438303.0,359308560.0,174508215.0,228012151.0,231841660.0,70082548.0,17913416.0,6134556.0,1698749.0,3114953.0,00-00000-20190709,27,7
190,National,2019-07-10,61993571.0,264173849.0,1421087294.0,322439884.0,359187146.0,175394794.0,229466514.0,234368710.0,70956989.0,18268651.0,6326594.0,1717635.0,2960377.0,00-00000-20190710,27,7
191,National,2019-07-11,62113243.0,264054177.0,1451122583.0,329862538.0,365864098.0,179244580.0,234027246.0,239596007.0,72603139.0,18784150.0,6556729.0,1720302.0,2863794.0,00-00000-20190711,27,7
192,National,2019-07-12,60216776.0,265950644.0,1501552911.0,341513131.0,378945653.0,186257423.0,242027637.0,245560272.0,74507119.0,20491035.0,7630067.0,1823584.0,2796990.0,00-00000-20190712,27,7
193,National,2019-07-13,63744239.0,262423181.0,1491472339.0,346524449.0,386939806.0,186584236.0,236847278.0,230557340.0,70645816.0,21198485.0,7551925.0,1793941.0,2829063.0,00-00000-20190713,27,7
194,National,2019-07-14,65920163.0,260247257.0,1330476182.0,299028522.0,352859041.0,169214527.0,213241987.0,200996714.0,60621335.0,20295769.0,8613665.0,2116010.0,3488612.0,00-00000-20190714,28,7
195,National,2019-07-15,61080434.0,265086986.0,1411688305.0,319218424.0,358512520.0,176417211.0,228882804.0,229605200.0,69150808.0,18117233.0,6482643.0,1805408.0,3496054.0,00-00000-20190715,28,7
196,National,2019-07-16,61260760.0,264906660.0,1430698134.0,324111873.0,365353470.0,177761051.0,231432547.0,233699595.0,69886813.0,17542585.0,5960305.0,1693303.0,3256592.0,00-00000-20190716,28,7
197,National,2019-07-17,61190444.0,264976976.0,1479184871.0,338590727.0,378768114.0,182819568.0,237223440.0,241348916.0,72229528.0,17999982.0,5916869.0,1565737.0,2721990.0,00-00000-20190717,28,7
198,National,2019-07-18,61549548.0,264617872.0,1452668745.0,326698269.0,366603650.0,183087803.0,237316282.0,237958741.0,71014333.0,18245488.0,6351920.0,1796801.0,3595458.0,00-00000-20190718,28,7
199,National,2019-07-19,61207980.0,264959440.0,1526822759.0,346168962.0,386605769.0,190447096.0,246692196.0,249063243.0,75175253.0,20485720.0,7555628.0,1803374.0,2825518.0,00-00000-20190719,28,7
200,National,2019-07-20,64083372.0,262084048.0,1516788754.0,352395185.0,394198505.0,190529254.0,241282513.0,233848041.0,71323658.0,21205027.0,7436858.0,1754010.0,2815703.0,00-00000-20190720,28,7
201,National,2019-07-21,65980249.0,260187171.0,1338964368.0,298222164.0,354921931.0,171417722.0,216058374.0,203011277.0,60847914.0,20211047.0,8563719.0,2106076.0,3604144.0,00-00000-20190721,29,7
202,National,2019-07-22,63081042.0,263086378.0,1426297156.0,322133548.0,361385761.0,179406457.0,232277579.0,231849541.0,69337172.0,17995555.0,6430728.0,1814057.0,3666758.0,00-00000-20190722,29,7
203,National,2019-07-23,64047639.0,262119781.0,1441939145.0,326032720.0,367144040.0,180038889.0,234179899.0,236039440.0,70158678.0,17445385.0,5887451.0,1690384.0,3322259.0,00-00000-20190723,29,7
204,National,2019-07-24,63669505.0,262497915.0,1502003609.0,344452060.0,384751606.0,186293379.0,241158440.0,244669490.0,72763047.0,17886999.0,5776351.0,1522709.0,2729528.0,00-00000-20190724,29,7
205,National,2019-07-25,63871805.0,262295615.0,1440677725.0,319537449.0,363331371.0,183651230.0,237544300.0,236237963.0,70113498.0,18054320.0,6381777.0,1864661.0,3961156.0,00-00000-20190725,29,7
206,National,2019-07-26,62909544.0,263257876.0,1520213024.0,342267794.0,384965926.0,190543323.0,246708222.0,248226355.0,74724642.0,20384276.0,7561273.0,1834145.0,2997068.0,00-00000-20190726,29,7
207,National,2019-07-27,66759302.0,259408118.0,1512957364.0,349546716.0,393032773.0,190867016.0,241535078.0,233507931.0,71013747.0,21172750.0,7484223.0,1801583.0,2995547.0,00-00000-20190727,29,7
208,National,2019-07-28,69073536.0,257093884.0,1363771466.0,302656440.0,365369750.0,173708646.0,218821498.0,207117989.0,62423312.0,20424518.0,8466252.0,1928586.0,2854475.0,00-00000-20190728,30,7
209,National,2019-07-29,63335380.0,262832040.0,1454717872.0,330064128.0,367678561.0,182798633.0,236929490.0,237165467.0,70695800.0,18046843.0,6224601.0,1695510.0,3418839.0,00-00000-20190729,30,7
210,National,2019-07-30,64547322.0,261620098.0,1457424091.0,329535207.0,369534770.0,183149700.0,237887650.0,238830584.0,70456270.0,17342293.0,5710448.0,1635742.0,3341427.0,00-00000-20190730,30,7
211,National,2019-07-31,63176607.0,262990813.0,1483193412.0,336282806.0,374039092.0,186894587.0,242394227.0,242702078.0,71709718.0,17849473.0,6001387.0,1729838.0,3590206.0,00-00000-20190731,30,7
212,National,2019-08-01,61255498.0,264911922.0,1487425455.0,331136188.0,375515897.0,188523799.0,244392791.0,244745425.0,72628472.0,18456271.0,6574368.0,1839272.0,3612972.0,00-00000-20190801,30,8
213,National,2019-08-02,60871687.0,265295733.0,1532309684.0,339099280.0,389321841.0,194922026.0,251408406.0,250105901.0,74515246.0,20176878.0,7515791.0,1876599.0,3367716.0,00-00000-20190802,30,8
214,National,2019-08-03,65091245.0,261076175.0,1530760785.0,349802532.0,398017860.0,195500766.0,246454361.0,236117977.0,71088236.0,21104056.0,7476815.0,1856872.0,3341310.0,00-00000-20190803,30,8
215,National,2019-08-04,67763287.0,258404133.0,1322685497.0,292959749.0,346577279.0,171336406.0,216121882.0,200922270.0,59517188.0,19911937.0,8595827.0,2273613.0,4469346.0,00-00000-20190804,31,8
216,National,2019-08-05,63967662.0,262199758.0,1412564488.0,317133861.0,358008909.0,178996059.0,231048425.0,228809869.0,68184743.0,17819554.0,6535920.0,1941260.0,4085888.0,00-00000-20190805,31,8
217,National,2019-08-06,66071287.0,260096133.0,1437762102.0,324443205.0,366533991.0,179210645.0,233248732.0,235621127.0,70149166.0,17450413.0,5993704.0,1741994.0,3369125.0,00-00000-20190806,31,8
218,National,2019-08-07,67288618.0,258878802.0,1543710309.0,358483024.0,401474049.0,189163336.0,243872277.0,249988663.0,74381367.0,17819019.0,5379881.0,1272248.0,1876445.0,00-00000-20190807,31,8
219,National,2019-08-08,63757375.0,262410045.0,1382044815.0,300765870.0,347857770.0,179346163.0,230933709.0,226055368.0,66724543.0,17469044.0,6259735.0,1957888.0,4674725.0,00-00000-20190808,31,8
220,National,2019-08-09,54066003.0,272101417.0,1501571863.0,341515854.0,378936486.0,186257669.0,242027669.0,245571995.0,74512584.0,20493069.0,7635743.0,1823661.0,2797133.0,00-00000-20190809,31,8
221,National,2019-08-10,58529356.0,267638064.0,1491503216.0,346532975.0,386948113.0,186580557.0,236858554.0,230580285.0,70644329.0,21185227.0,7550100.0,1794030.0,2829046.0,00-00000-20190810,31,8
222,National,2019-08-11,63187701.0,262979719.0,1330499464.0,299026215.0,352862549.0,169212794.0,213249600.0,201005594.0,60614887.0,20293239.0,8630123.0,2115924.0,3488539.0,00-00000-20190811,32,8
223,National,2019-08-12,61167304.0,265000116.0,1411657428.0,319209368.0,358502901.0,176415689.0,228884645.0,229606894.0,69124341.0,18115873.0,6496047.0,1805586.0,3496084.0,00-00000-20190812,32,8
224,National,2019-08-13,61316198.0,264851222.0,1430706882.0,324117836.0,365353430.0,177765084.0,231439269.0,233699240.0,69879822.0,17543116.0,5959281.0,1693212.0,3256592.0,00-00000-20190813,32,8
225,National,2019-08-14,59587648.0,266579772.0,1479220061.0,338597223.0,378771975.0,182823960.0,237225197.0,241348261.0,72229318.0,17999938.0,5936503.0,1565689.0,2721997.0,00-00000-20190814,32,8
226,National,2019-08-15,61373133.0,264794287.0,1452687014.0,326694872.0,366603887.0,183081700.0,237319382.0,237958630.0,71018038.0,18250669.0,6367638.0,1796746.0,3595452.0,00-00000-20190815,32,8
227,National,2019-08-16,52427469.0,273739951.0,1526833069.0,346165005.0,386607310.0,190444993.0,246696054.0,249075014.0,75177563.0,20485839.0,7551884.0,1803738.0,2825669.0,00-00000-20190816,32,8
228,National,2019-08-17,55770928.0,270396492.0,1516782054.0,352396261.0,394192837.0,190529127.0,241273476.0,233858300.0,71324973.0,21203239.0,7434026.0,1754054.0,2815761.0,00-00000-20190817,32,8
229,National,2019-08-18,59978279.0,266189141.0,1338988110.0,298219666.0,354922059.0,171414675.0,216060302.0,203024913.0,60857715.0,20214390.0,8563993.0,2106214.0,3604183.0,00-00000-20190818,33,8
230,National,2019-08-19,56097916.0,270069504.0,1426349261.0,322141348.0,361395401.0,179400123.0,232282515.0,231868703.0,69351741.0,17998456.0,6429947.0,1814222.0,3666805.0,00-00000-20190819,33,8
231,National,2019-08-20,58380060.0,267787360.0,1441977288.0,326031015.0,367135214.0,180035803.0,234191650.0,236058563.0,70174392.0,17450719.0,5887181.0,1690461.0,3322290.0,00-00000-20190820,33,8
232,National,2019-08-21,58145932.0,268021488.0,1502040366.0,344449326.0,384750016.0,186289293.0,241155482.0,244686893.0,72782228.0,17892789.0,5782206.0,1522633.0,2729500.0,00-00000-20190821,33,8
233,National,2019-08-22,57047927.0,269119493.0,1440709889.0,319529308.0,363320041.0,183649325.0,237545634.0,236253459.0,70123722.0,18061685.0,6400959.0,1864711.0,3961045.0,00-00000-20190822,33,8
234,National,2019-08-23,58969608.0,267197812.0,1520215656.0,342251208.0,384950529.0,190540092.0,246705572.0,248249714.0,74730792.0,20389346.0,7566902.0,1834561.0,2996940.0,00-00000-20190823,33,8
235,National,2019-08-24,60848261.0,265319159.0,1513014710.0,349573965.0,393041655.0,190866925.0,241522639.0,233519983.0,71020065.0,21182141.0,7490315.0,1801732.0,2995290.0,00-00000-20190824,33,8
236,National,2019-08-25,60478805.0,265688615.0,1330715138.0,296737142.0,351450260.0,170654578.0,215145697.0,201647764.0,60327256.0,20138725.0,8594389.0,2165256.0,3854071.0,00-00000-20190825,34,8
237,National,2019-08-26,57546382.0,268621038.0,1416876255.0,319502644.0,359306330.0,178275434.0,230739826.0,230091122.0,68895762.0,17978879.0,6483011.0,1853669.0,3749578.0,00-00000-20190826,34,8
238,National,2019-08-27,56616534.0,269550886.0,1436810028.0,324860232.0,366338252.0,179000934.0,232964601.0,235122633.0,70069092.0,17481852.0,5947842.0,1708581.0,3316009.0,00-00000-20190827,34,8
239,National,2019-08-28,56966626.0,269200794.0,1508321375.0,347165365.0,388330614.0,186096179.0,240756032.0,245334841.0,73130108.0,17905754.0,5706350.0,1453495.0,2442637.0,00-00000-20190828,34,8
240,National,2019-08-29,58479082.0,267688338.0,1425157092.0,315669176.0,359267409.0,182029286.0,235266005.0,233417632.0,69284313.0,17925054.0,6347888.0,1873205.0,4077124.0,00-00000-20190829,34,8
241,National,2019-08-30,57045313.0,269122107.0,1516217269.0,343312811.0,383506147.0,189081776.0,245147700.0,247630424.0,74803187.0,20456216.0,7584998.0,1820693.0,2873317.0,00-00000-20190830,34,8
242,National,2019-08-31,63817756.0,262349664.0,1507099098.0,349501672.0,391402063.0,189327562.0,239888356.0,232640913.0,70988576.0,21193669.0,7492974.0,1783239.0,2880074.0,00-00000-20190831,34,8
243,National,2019-09-01,66458176.0,259709244.0,1498997203.0,336785054.0,405130498.0,193580880.0,238328649.0,223147915.0,67440263.0,21403622.0,7964079.0,1867870.0,3348373.0,00-00000-20190901,35,9
244,National,2019-09-02,68673203.0,257494217.0,1406658452.0,320081250.0,387967847.0,178965739.0,217522615.0,202483264.0,63091912.0,21804779.0,9409362.0,2210555.0,3121129.0,00-00000-20190902,35,9
245,National,2019-09-03,60804765.0,265362655.0,1437597792.0,325150375.0,366485784.0,179162906.0,233131883.0,235212688.0,70043546.0,17474570.0,5927241.0,1699925.0,3308874.0,00-00000-20190903,35,9
246,National,2019-09-04,61006054.0,265161366.0,1501648401.0,344913307.0,385656025.0,185664528.0,240335829.0,244482765.0,72848087.0,17905966.0,5763502.0,1494150.0,2584242.0,00-00000-20190904,35,9
247,National,2019-09-05,60781631.0,265385789.0,1434758823.0,318714242.0,361835528.0,182761565.0,236352839.0,235073905.0,69823106.0,18009947.0,6366564.0,1858389.0,3962738.0,00-00000-20190905,35,9
248,National,2019-09-06,60481554.0,265685866.0,1519238826.0,343394286.0,384513529.0,189802675.0,245924786.0,248048025.0,74820821.0,20426997.0,7576995.0,1822696.0,2908016.0,00-00000-20190906,35,9
249,National,2019-09-07,65870702.0,260296718.0,1510623553.0,349961788.0,392438678.0,190050626.0,240668356.0,233118414.0,71032991.0,21179128.0,7478874.0,1785357.0,2909341.0,00-00000-20190907,35,9
250,National,2019-09-08,71147229.0,255020191.0,1416347150.0,317002947.0,378913598.0,182276954.0,226916188.0,212631021.0,63966252.0,20785177.0,8286902.0,2006675.0,3561436.0,00-00000-20190908,36,9
251,National,2019-09-09,61870191.0,264297229.0,1420034602.0,320376790.0,360023218.0,178654976.0,231256534.0,230678085.0,69038557.0,17976007.0,6468346.0,1840559.0,3721530.0,00-00000-20190909,36,9
252,National,2019-09-10,59713434.0,266453986.0,1471245621.0,342888093.0,370638442.0,182326395.0,236882542.0,239781204.0,71029165.0,17345100.0,5697983.0,1596841.0,3059856.0,00-00000-20190910,36,9
253,National,2019-09-11,58645890.0,267521530.0,1514977785.0,354147438.0,384244768.0,187018751.0,242491763.0,247145604.0,73132925.0,17590096.0,5482086.0,1400543.0,2323811.0,00-00000-20190911,36,9
254,National,2019-09-12,59737965.0,266429455.0,1465068382.0,334570689.0,365576179.0,184977396.0,239629325.0,240265113.0,71051418.0,17863524.0,6058449.0,1695395.0,3380894.0,00-00000-20190912,36,9
255,National,2019-09-13,57799145.0,268368275.0,1548667317.0,358214717.0,387044204.0,192811068.0,249951995.0,253059025.0,75787646.0,20279194.0,7276235.0,1693101.0,2550132.0,00-00000-20190913,36,9
256,National,2019-09-14,62677987.0,263489433.0,1537558556.0,364052315.0,394301126.0,192530246.0,244472085.0,237799438.0,71955138.0,21071058.0,7188221.0,1638733.0,2550196.0,00-00000-20190914,36,9
257,National,2019-09-15,64643517.0,261523903.0,1428887271.0,328808412.0,376846922.0,182173455.0,227572442.0,215187963.0,64517428.0,20651546.0,8124314.0,1889049.0,3115740.0,00-00000-20190915,37,9
258,National,2019-09-16,61160587.0,265006833.0,1464053888.0,343639722.0,366012784.0,182151812.0,235938641.0,237193299.0,70479034.0,17769795.0,6101881.0,1659396.0,3107524.0,00-00000-20190916,37,9
259,National,2019-09-17,61579332.0,264588088.0,1498288769.0,358712888.0,372737364.0,184647486.0,239882802.0,243810177.0,71829487.0,17154465.0,5424013.0,1462346.0,2627741.0,00-00000-20190917,37,9
260,National,2019-09-18,60018889.0,266148531.0,1534554329.0,367712052.0,383299427.0,188714871.0,245114953.0,250134100.0,73543911.0,17368415.0,5285345.0,1317336.0,2063919.0,00-00000-20190918,37,9
261,National,2019-09-19,60325992.0,265841428.0,1485757670.0,347872337.0,365539954.0,185823809.0,241584864.0,244798130.0,72326242.0,17759045.0,5753196.0,1520824.0,2779269.0,00-00000-20190919,37,9
262,National,2019-09-20,62073399.0,264094021.0,1566888787.0,369568945.0,386479564.0,194699887.0,252611815.0,256509626.0,76367324.0,19995835.0,6933947.0,1549116.0,2172728.0,00-00000-20190920,37,9
263,National,2019-09-21,66083572.0,260083848.0,1540639257.0,370003264.0,390648383.0,192898783.0,245373599.0,238948596.0,71710371.0,20627361.0,6804397.0,1474863.0,2149640.0,00-00000-20190921,37,9
264,National,2019-09-22,66447059.0,259720361.0,1383446426.0,323786065.0,360391236.0,175560127.0,220335177.0,209275274.0,62349496.0,19746915.0,7663718.0,1715782.0,2622636.0,00-00000-20190922,38,9
265,National,2019-09-23,63766856.0,262400564.0,1436440763.0,344566941.0,353837745.0,177633181.0,230686277.0,234151695.0,69310488.0,16936159.0,5499157.0,1409666.0,2409454.0,00-00000-20190923,38,9
266,National,2019-09-24,62685694.0,263481726.0,1471505050.0,357531164.0,361200995.0,180896186.0,235472050.0,240798087.0,70699513.0,16491823.0,4999390.0,1280761.0,2135081.0,00-00000-20190924,38,9
267,National,2019-09-25,62445604.0,263721816.0,1504680300.0,369354608.0,375016058.0,185105831.0,239177170.0,241807354.0,69896964.0,16352731.0,4943823.0,1233347.0,1792414.0,00-00000-20190925,38,9
268,National,2019-09-26,62305694.0,263861726.0,1470385753.0,351787857.0,359193005.0,182578822.0,237659116.0,242224020.0,71096278.0,17011771.0,5295021.0,1341391.0,2198472.0,00-00000-20190926,38,9
269,National,2019-09-27,63087382.0,263080038.0,1545973956.0,370110840.0,378399596.0,191666852.0,248676213.0,253263292.0,74953929.0,19258209.0,6460862.0,1392540.0,1791623.0,00-00000-20190927,38,9
270,National,2019-09-28,66710009.0,259457411.0,1514374380.0,367772938.0,380500699.0,189615117.0,241379898.0,235516508.0,70169995.0,19961649.0,6382252.0,1312891.0,1762433.0,00-00000-20190928,38,9
271,National,2019-09-29,64938483.0,261228937.0,1349096760.0,322746862.0,347272992.0,170189844.0,214052818.0,204459880.0,60520918.0,18900901.0,7238728.0,1565929.0,2147888.0,00-00000-20190929,39,9
272,National,2019-09-30,68733696.0,257433724.0,1411428351.0,346526524.0,342735437.0,172952453.0,225245793.0,231446751.0,68264122.0,16322816.0,4966591.0,1204426.0,1763438.0,00-00000-20190930,39,9
273,National,2019-10-01,58383888.0,267783532.0,1443840688.0,356554377.0,349309043.0,176388963.0,230416289.0,237871607.0,69729158.0,16089265.0,4654737.0,1139453.0,1687796.0,00-00000-20191001,39,10
274,National,2019-10-02,62471357.0,263696063.0,1460747373.0,362823342.0,358162324.0,179048096.0,232571234.0,236849019.0,68249116.0,15789882.0,4628649.0,1134245.0,1491466.0,00-00000-20191002,39,10
275,National,2019-10-03,64598133.0,261569287.0,1443054499.0,350968896.0,348196433.0,177546988.0,232213041.0,239526979.0,70334216.0,16528981.0,4927251.0,1182314.0,1629400.0,00-00000-20191003,39,10
